the_geom,SYSTEM,GISPROPNUM,BOROUGH,NAME,SHAPE_STAr,SHAPE_STLe
"MULTIPOLYGON (((-73.82924884669411 40.5788715636182, -73.82954001508685 40.579359475807756, -73.82898184901784 40.57952130015614, -73.82873519555851 40.57959609601326, -73.82871290434647 40.57955164885197, -73.82867030499553 40.57956268701386, -73.8286948422413 40.579605435538724, -73.82854135411216 40.579650092381, -73.82825419958658 40.57916889618405, -73.82809267279728 40.578898215000095, -73.82810949810154 40.57889373124215, -73.82813143313963 40.57888725145601, -73.82815307079032 40.57888021649694, -73.82817438859199 40.578872634436244, -73.8282122410769 40.57886104994537, -73.82825037440907 40.57885001608314, -73.82828877677403 40.57883953463263, -73.82832743162382 40.57882961097207, -73.82836632714152 40.57882024778515, -73.82837960820054 40.57881614952093, -73.82839315596505 40.578812594670595, -73.82840693261574 40.57880959308339, -73.8284208991522 40.5788071546068, -73.82844154696375 40.57880565454781, -73.82846209720911 40.578803514065555, -73.82848251562523 40.578800737611644, -73.82850276913005 40.578797329639315, -73.82852282345823 40.57879329550069, -73.82854264670424 40.57878864145198, -73.82856220459348 40.57878337644734, -73.82858146521589 40.578777508544086, -73.82860039547806 40.57877104669824, -73.82861896582054 40.578764003473225, -73.8286371443288 40.578756388727385, -73.82865490025999 40.57874821592296, -73.82868657408297 40.578737219109286, -73.82871859946856 40.578726833367526, -73.82875095750185 40.578717065873384, -73.82878362809171 40.5787079219998, -73.82881658996587 40.57869940711798, -73.82884882042819 40.578691939349106, -73.82888076680503 40.57868379215162, -73.82891240427713 40.57867497179248, -73.82894370920158 40.57866548634144, -73.82897465558023 40.57865534116322, -73.82900522094913 40.57864454522995, -73.82904525064983 40.578632194656215, -73.82908559059271 40.57862044788241, -73.82909710818625 40.57861729066286, -73.82924884669411 40.5788715636182)))",Q163-ZN07B-BCH0018,Q163,Q,Rockaway Beach,88043.078064,1228.24281505
"MULTIPOLYGON (((-73.83049402903993 40.57864052616085, -73.83095958086105 40.57942061983048, -73.83072169551535 40.579501667189334, -73.83040103799051 40.579604548514304, -73.83033831393472 40.57959762001273, -73.83010744492631 40.57919496897616, -73.82954001508685 40.579359475807756, -73.82924884669411 40.5788715636182, -73.82909710818625 40.57861729066286, -73.8291262265944 40.57860930938963, -73.82916714211179 40.57859878275523, -73.82920832178056 40.578588872458575, -73.82924974905755 40.57857958207693, -73.82930141791448 40.57856684077392, -73.82935283431172 40.578553516432535, -73.82940398524727 40.578539612635886, -73.82945486008119 40.578525132970555, -73.82950544817811 40.5785100792223, -73.82956151842126 40.578491919566616, -73.8295616106199 40.57849188998603, -73.82956337777372 40.57849131807223, -73.82962101692623 40.57847204226199, -73.82967835618152 40.57845225357903, -73.82973538844068 40.57843195651599, -73.82979210543296 40.578411151961504, -73.82984850006181 40.57838984350767, -73.8301538712655 40.578293760804684, -73.83017511068132 40.578282470792274, -73.83019683528704 40.5782717317144, -73.83021512292638 40.5782633424281, -73.83021902025334 40.57826155434032, -73.83024164074625 40.578251951240375, -73.83025825356447 40.578245446074064, -73.83049402903993 40.57864052616085)))",Q163-ZN07B-BCH0017,Q163,Q,Rockaway Beach,134442.07959,1633.4426146
"MULTIPOLYGON (((-73.8311268161377 40.57805109224806, -73.83135691084891 40.57843664365661, -73.83177911853815 40.579144088001975, -73.8314493731908 40.57925929794767, -73.8310636779141 40.579385149950795, -73.83095958086105 40.57942061983048, -73.83049402903993 40.57864052616085, -73.83025825356447 40.578245446074064, -73.83026467193876 40.57824293228359, -73.8302880866396 40.57823450823571, -73.83031185884305 40.57822668806335, -73.83033596254354 40.578219480733246, -73.83037131717627 40.57820896076668, -73.83040632622033 40.578197789198875, -73.8304409684022 40.57818597140197, -73.83047522362021 40.57817351635189, -73.83050907178199 40.578160429422454, -73.83054249278823 40.57814671868912, -73.8305915422848 40.57812993138277, -73.83064097861819 40.57811381731858, -73.83069078642218 40.578098381876465, -73.83071107799537 40.57809473673292, -73.83073118671626 40.578090541095094, -73.83075108540865 40.57808579942571, -73.83077074925399 40.57808051799197, -73.83079015342919 40.57807470486216, -73.83080927193697 40.57806836540131, -73.83082808113076 40.57806150948055, -73.83084655618757 40.5780541451681, -73.83086623599799 40.5780458172627, -73.83088631119435 40.57803805996876, -73.83090675458534 40.578030884052424, -73.83092753898218 40.57802429937917, -73.83094863247399 40.578018314907254, -73.83097000669099 40.578012940500436, -73.83099163091028 40.57800818241708, -73.8310134732257 40.57800404781437, -73.83103550527672 40.5780005429541, -73.83105452661783 40.57799804765428, -73.83107340997809 40.57799500462871, -73.83109129631909 40.5779915756097, -73.8311268161377 40.57805109224806)))",Q050-ZN08A-BCH0016,Q050,Q,Rockaway Beach,116896.566864,1430.75483787
"MULTIPOLYGON (((-73.83218485194617 40.57815457942865, -73.83260935065172 40.57886585671484, -73.83254145191655 40.578888479831015, -73.83220171728027 40.57900414924974, -73.83180481304692 40.57913511406082, -73.83177911853815 40.579144088001975, -73.83135691084891 40.57843664365661, -73.8311268161377 40.57805109224806, -73.83109129631909 40.5779915756097, -73.83109212818589 40.57799141653915, -73.83111065523944 40.57798729055159, -73.83112896160293 40.57798263022481, -73.83114702481545 40.57797744363073, -73.83116481533206 40.577971737930156, -73.83118230950868 40.577965522093734, -73.83119948134126 40.57795880418816, -73.83121630718352 40.57795159408461, -73.83122999561942 40.57794599041041, -73.83124407231449 40.57794097534826, -73.83125849352912 40.577936565043196, -73.83127321317082 40.577932772034835, -73.83128818750684 40.57792960976667, -73.83130336809171 40.577927087172775, -73.83131871002766 40.577925211391296, -73.83133416487385 40.57792398955529, -73.83135209465352 40.57792158625836, -73.83136988174876 40.57791862622427, -73.83138749543795 40.5779151148111, -73.83140490499984 40.57791105737702, -73.83142208325165 40.57790646108644, -73.83143900182954 40.577901333102105, -73.8314556300031 40.57789568238425, -73.83147194176625 40.57788951790007, -73.8314879099249 40.57788285131674, -73.83149692919343 40.57787928585613, -73.83150627428545 40.57787624677971, -73.83151589200615 40.577873752920546, -73.83152572917436 40.577871817708306, -73.83153572907483 40.57787045096573, -73.83154583499243 40.57786966251528, -73.83155599023014 40.577869454975385, -73.83156613691212 40.577869830062276, -73.83157621835056 40.577870786792325, -73.83158617787336 40.57787231787818, -73.8316013209765 40.57787247245328, -73.83161645384929 40.57787200024535, -73.8316315304258 40.57787090298803, -73.8316465058189 40.577869183317105, -73.83166133749889 40.57786684567296, -73.83167598174386 40.57786389899681, -73.83169039365536 40.57786035042718, -73.83170453186905 40.57785621070984, -73.83171835501595 40.57785149239172, -73.83173182172509 40.57784620892014, -73.83174803500464 40.577839741675895, -73.83176457064806 40.5778337674891, -73.83178140382645 40.57782829712945, -73.83179850617671 40.57782333775962, -73.83181585287441 40.577818898348305, -73.83183341674227 40.57781498425884, -73.83185956821099 40.57780913129594, -73.83188546966863 40.57780265930007, -73.83191109275135 40.57779557543397, -73.83193641382161 40.57778788596707, -73.83196112436887 40.577779692207606, -73.83218485194617 40.57815457942865)))",Q050-ZN08A-BCH0015,Q050,Q,Rockaway Beach,113022.153717,1404.37460183
"MULTIPOLYGON (((-73.83303196401944 40.577904639044014, -73.83343901133371 40.578586657741646, -73.83333750316982 40.57862313941534, -73.83317718812229 40.57867244826135, -73.83290135924292 40.578768565755816, -73.83260935065172 40.57886585671484, -73.83218485194617 40.57815457942865, -73.83196112909532 40.57777969131401, -73.83197335808998 40.57777297416773, -73.83198571798917 40.577766802029714, -73.8319984593659 40.57776109962213, -73.83201155030254 40.577755878605146, -73.83202496124132 40.57775115154265, -73.8320386602625 40.57774693099529, -73.83205261191219 40.577743225916365, -73.83225875406217 40.577694806837464, -73.83235335456831 40.577653168629546, -73.83237775637335 40.5776470113194, -73.83240191973647 40.577640329550206, -73.83242582574691 40.57763312869769, -73.83244945431282 40.57762541413586, -73.83247278651889 40.57761719304147, -73.83249580463324 40.5776084716926, -73.8325314835397 40.57759271047412, -73.83256756734333 40.57757749465278, -73.83260404303522 40.57756283141349, -73.83264089406778 40.57754872613486, -73.83267810743675 40.57753518420081, -73.83271566895444 40.577522211893935, -73.83275356207578 40.577509813692494, -73.83278966162875 40.57749864748901, -73.83303196401944 40.577904639044014)))",Q050-ZN08A-BCH0014,Q050,Q,Rockaway Beach,109257.430893,1375.13977847
"MULTIPOLYGON (((-73.83385343702453 40.57765104153029, -73.83424751800362 40.57831131703555, -73.83397885728598 40.57839856647267, -73.8336570663161 40.57850829113363, -73.83343901133371 40.578586657741646, -73.83303196401944 40.577904639044014, -73.83278966162875 40.57749864748901, -73.83279177143437 40.57749799497695, -73.83283028284737 40.57748676022896, -73.83287393165946 40.577473696769545, -73.83291725601379 40.57746002226518, -73.83296024290429 40.57744574210046, -73.83300287814626 40.57743086075775, -73.83304514637398 40.5774153827178, -73.83308703339823 40.57739931426403, -73.83312852621555 40.57738265988059, -73.8331696082725 40.57736542674811, -73.83321026774898 40.577347618452, -73.83325049045375 40.57732924217623, -73.83330563572567 40.577304682016155, -73.8333611976727 40.57728067265526, -73.83341716683167 40.57725722038293, -73.83347353374855 40.57723432788647, -73.83353028896477 40.57721199965417, -73.83358008414197 40.57719303468161, -73.83385343702453 40.57765104153029)))",Q050-ZN08A-BCH0071,Q050,Q,Rockaway Beach,107760.773132,1375.635481
"MULTIPOLYGON (((-73.83465289497263 40.57728198877203, -73.83510108644893 40.57803292221231, -73.83455850014465 40.578209777145176, -73.83437687063271 40.57826931035449, -73.83424751800362 40.57831131703555, -73.83385343702453 40.57765104153029, -73.83358008414197 40.57719303468161, -73.83358742184082 40.57719024017272, -73.83361951770567 40.577174187959564, -73.83365204689434 40.57715865146566, -73.83368499639803 40.57714363787602, -73.83371834966687 40.577129153470004, -73.83375209369215 40.57711520543263, -73.83378621429067 40.57710179824569, -73.83382069373197 40.57708893818686, -73.83385552019041 40.57707663154244, -73.83389067593787 40.577064883689616, -73.83392614679131 40.57705369911014, -73.8339619173846 40.57704308318478, -73.83406606188257 40.5770106247133, -73.83416990413937 40.57697760738515, -73.83427343942218 40.576944033895934, -73.83430906341161 40.576934386616834, -73.83434441949069 40.57692418421651, -73.8343794946562 40.57691343117899, -73.83441427354049 40.576902132885635, -73.83442415779855 40.576898737740876, -73.83465289497263 40.57728198877203)))",Q050-ZN08A-BCH0070,Q050,Q,Rockaway Beach,117219.20137,1417.85156775
"MULTIPOLYGON (((-73.96352282845287 40.57479380120714, -73.96348507344831 40.5747974813632, -73.96316803485715 40.57483496534459, -73.96284316259667 40.574865609135685, -73.96254181183343 40.57489028470007, -73.96220349938844 40.574908112338385, -73.96189655825727 40.57492082090299, -73.96150246839785 40.57493789673726, -73.9612991697513 40.57382068992861, -73.96133199186015 40.573818193020266, -73.96157113458156 40.5737856373556, -73.96170390009969 40.57376569905099, -73.96194981006938 40.573734160645515, -73.9621443166829 40.57370227609469, -73.96232596044435 40.5736903408206, -73.96250145182174 40.573673160397064, -73.96270145478083 40.57365939164944, -73.96289685325227 40.57364095544867, -73.96304944293995 40.5736385065754, -73.96325175171856 40.57362119674865, -73.96330449072818 40.57361892627478, -73.96352282845287 40.57479380120714)))",B169-ZN02B-BCH0168,B169,B,Coney Island,243737.070648,1970.03105627
"MULTIPOLYGON (((-73.83638795742193 40.576575651889016, -73.8369002025323 40.57743386362528, -73.83667078163687 40.57751067492569, -73.83608329070107 40.577706298698374, -73.836082174081 40.57770458790731, -73.83608105955608 40.57770202342085, -73.83607994293612 40.57770031262976, -73.83607882959461 40.5776977472444, -73.8360777129726 40.57769603735386, -73.83607547552273 40.57769433126714, -73.83607435890302 40.57769262047602, -73.83607212356631 40.57769005348962, -73.8360710081256 40.57768834360067, -73.83606877069165 40.57768663121019, -73.83606765407008 40.57768492131952, -73.83606542372259 40.5776832089391, -73.83606318747003 40.577681496550206, -73.83606095121755 40.577679784161234, -73.8360587126009 40.57767807266939, -73.83605647423771 40.57767722027942, -73.83605423798552 40.57767550789032, -73.83605200055023 40.57767379640003, -73.83604976101951 40.57767293860513, -73.83604752358661 40.57767122621423, -73.83604528523706 40.577670368420904, -73.83604193315749 40.57766950993862, -73.83603969572492 40.57766779754759, -73.83603633538044 40.57766693815282, -73.83603409703116 40.57766608035926, -73.83603185749871 40.577665223464535, -73.8360284983377 40.577664363170676, -73.83602625670953 40.57766435997126, -73.83602289636313 40.577663501476636, -73.8360195442864 40.577662642093124, -73.83601730265829 40.57766263889353, -73.83601394349535 40.577661779499806, -73.83601170186725 40.5776617763001, -73.83600833942513 40.57766177150045, -73.83600497816407 40.57766176670238, -73.83600273771701 40.57766176350419, -73.83599938236114 40.57766175871439, -73.83599602110007 40.57766175391607, -73.83599377947198 40.577661750716004, -73.83599041821091 40.57766174591751, -73.8359870536702 40.577662595713164, -73.83598481322312 40.57766259251463, -73.83598144868233 40.577663442310154, -73.8359792070542 40.5776634391098, -73.83597585078279 40.577664288016415, -73.83597360823474 40.57766514031412, -73.83597188873581 40.57766557551463, -73.83552277366061 40.57691312044488, -73.83530351857252 40.57654577090882, -73.83533741602515 40.5765311328231, -73.83537849309833 40.57651260213661, -73.83566622462287 40.576400589732, -73.83593337136654 40.576314413916116, -73.83617808823796 40.576224031559164, -73.83638795742193 40.576575651889016)))",Q050-ZN08B-BCH0068,Q050,Q,Rockaway Beach,129221.734787,1488.7633473
"MULTIPOLYGON (((-73.83717228571537 40.57622055692611, -73.83773051675085 40.577155798082245, -73.83767421893008 40.57717470163283, -73.8369002025323 40.57743386362528, -73.83638795742193 40.576575651889016, -73.83617808823796 40.576224031559164, -73.8364258164196 40.576132537217255, -73.83668918791159 40.57603469786228, -73.83690865332159 40.57595316804207, -73.83699607666817 40.57592533709411, -73.83717228571537 40.57622055692611)))",Q050-ZN08B-BCH0067,Q050,Q,Rockaway Beach,123186.477951,1480.7105435
